imo,vessel_name,gross_tonnage,type,year_build,flag
9331206,OPDR ANDALUCIA,11197,Ro-Ro Cargo Ship,2007,Spain (ESP)
9331191,OPDR CANARIAS,11197,Ro-Ro Cargo Ship,2006,Spain (ESP)
9232797,ORANJEBORG,18289,Ro-Ro Cargo Ship,2004,Netherlands (NLD)
9777814,ORCA ACE,63116,Vehicles Carrier,2018,Panama (PAN)
9381677,ORCHID ACE,59262,Vehicles Carrier,2008,Japan (JPN)
9381665,OREGON HIGHWAY,57147,Vehicles Carrier,2007,Panama (PAN)
9728071,ORION HIGHWAY,76299,Vehicles Carrier,2016,Panama (PAN)
9206023,PACIFIC HIGHWAY,48039,Vehicles Carrier,2000,Panama (PAN)
9427926,PAGANELLA,47020,Vehicles Carrier,2009,Gibraltar (GIB)
9427940,PAGLIA,47057,Vehicles Carrier,2010,Gibraltar (GIB)
9427952,PAGNA,47057,Vehicles Carrier,2010,Gibraltar (GIB)
9376701,PALATINE,31340,Ro-Ro Cargo Ship,2009,Malta (MLT)
9207388,PALMELA,55926,Vehicles Carrier,2000,Panama (PAN)
9248227,PANSTAR GENIE,13682,Ro-Ro Cargo Ship,2001,Korea (Republic of) (KOR)
9251016,PANSTAR GENIE NO. 2,13681,Ro-Ro Cargo Ship,2001,Korea (Republic of) (KOR)
9457206,PAQIZE,29429,Ro-Ro Cargo Ship,2010,Turkey (TUR)
9293648,PARADISE ACE,60175,Vehicles Carrier,2004,Panama (PAN)
9427964,PARANA,47053,Vehicles Carrier,2012,Germany (DEU)
9515395,PARSIFAL,75251,Vehicles Carrier,2011,Singapore (SGP)
9491874,PASSAMA,47053,Vehicles Carrier,2012,Gibraltar (GIB)
9491886,PASSERO,47053,Vehicles Carrier,2012,Germany (DEU)
9491898,PATARA,47053,Vehicles Carrier,2012,Germany (DEU)
9502427,PATHFINDER,51917,Vehicles Carrier,2010,Panama (PAN)
9316139,PATRIOT,60979,Vehicles Carrier,2006,United States of America (USA)
9324473,PAULINE,49166,Ro-Ro Cargo Ship,2006,Malta (MLT)
9376725,PEREGRINE,25593,Ro-Ro Cargo Ship,2010,Malta (MLT)
9506277,PERGAMON SEAWAYS,31595,Ro-Ro Cargo Ship,2013,Turkey (TUR)
9259501,PETUNIA SEAWAYS,32523,Ro-Ro Cargo Ship,2004,Denmark (DIS) (DIS)
9266920,PHOENIX,10050,Ro-Ro Cargo Ship,2002,Japan (JPN)
9283875,PHOENIX LEADER,61804,Vehicles Carrier,2004,Panama (PAN)
9358072,PINKY 325,6470,Ro-Ro Cargo Ship,2011,Bahamas (BHS)
9358084,PINKY 326,6470,Ro-Ro Cargo Ship,2014,Norway (NIS) (NIS)
9805881,PIONEER A,6249,Ro-Ro Cargo Ship,2018,Japan (JPN)
9676876,PISCES LEADER,69931,Vehicles Carrier,2014,Panama (PAN)
9210438,PLATINUM RAY,57772,Vehicles Carrier,2000,Bahamas (BHS)
9426374,PLEIADES LEADER,62994,Vehicles Carrier,2009,Japan (JPN)
9409326,PLEIADES SPIRIT,60330,Vehicles Carrier,2008,Panama (PAN)
9338890,PLUTO LEADER,41886,Vehicles Carrier,2009,Panama (PAN)
9345398,PLYCA,28289,Ro-Ro Cargo Ship,2009,Netherlands (NLD)
9728095,POLARIS HIGHWAY,76299,Vehicles Carrier,2017,Panama (PAN)
9372810,POLARIS LEADER,51917,Vehicles Carrier,2009,Singapore (SGP)
9409338,PORGY,58752,Vehicles Carrier,2009,Panama (PAN)
9335965,POSEIDON LEADER,63001,Vehicles Carrier,2007,Japan (JPN)
9340776,POSITIVE LEADER,43810,Vehicles Carrier,2006,Panama (PAN)
9304514,POSITIVE PIONEER,43810,Vehicles Carrier,2005,Panama (PAN)
9304502,POSITIVE STAR,43810,Vehicles Carrier,2004,Panama (PAN)
9554200,PRECIOUS ACE,59402,Vehicles Carrier,2010,Japan (JPN)
9213454,PRESTIGE ACE,55878,Vehicles Carrier,2000,Panama (PAN)
9610444,PRIME ACE,59007,Vehicles Carrier,2014,Panama (PAN)
9355185,PRIMROSE ACE,59952,Vehicles Carrier,2007,Liberia (LBR)
9259513,PRIMULA SEAWAYS,37985,Ro-Ro Cargo Ship,2004,Denmark (DIS) (DIS)
9207754,PROCYON LEADER,53645,Vehicles Carrier,2000,Japan (JPN)
9267687,PROGRESS ACE,57789,Vehicles Carrier,2003,Panama (PAN)
9338888,PROMETHEUS LEADER,41886,Vehicles Carrier,2008,Singapore (SGP)
9267699,PROMINENT ACE,57789,Vehicles Carrier,2004,Panama (PAN)
9561617,PULAU TIOMAN,10456,Vehicles Carrier,2011,Panama (PAN)
9345386,PULPCA,28289,Ro-Ro Cargo Ship,2008,Netherlands (NLD)
9284738,PYXIS LEADER,62195,Vehicles Carrier,2004,Panama (PAN)
9457189,QEZBAN,29004,Ro-Ro Cargo Ship,2010,Turkey (TUR)
9277802,RCC AMERICA,57718,Vehicles Carrier,2003,Bahamas (BHS)
9391581,RCC ASIA,57692,Vehicles Carrier,2009,Bahamas (BHS)
9441609,RCC CLASSIC,58767,Vehicles Carrier,2013,Bahamas (BHS)
9441611,RCC COMPASS,58767,Vehicles Carrier,2013,Bahamas (BHS)
9391593,RCC EUROPE,57692,Vehicles Carrier,2009,Bahamas (BHS)
9453107,RCC PASSION,36834,Vehicles Carrier,2011,Bahamas (BHS)
9455715,RCC PRESTIGE,36834,Vehicles Carrier,2011,Bahamas (BHS)
9361823,RCC SHANGHAI,41009,Vehicles Carrier,2008,Bahamas (BHS)
9361835,RCC TIANJIN,41009,Vehicles Carrier,2008,Bahamas (BHS)
9847645,RED KESTREL,1102,Ro-Ro Cargo Ship,2019,United Kingdom (GBR)
9246499,REEM MAY,691,Ro-Ro Cargo Ship,2001,United Arab Emirates (ARE)
9355214,RHEA LEADER,63004,Vehicles Carrier,2008,Japan (JPN)
9604940,RIGEL LEADER,59694,Vehicles Carrier,2012,Panama (PAN)
9325427,ROCKIES HIGHWAY,44364,Vehicles Carrier,2006,Panama (PAN)
9706592,ROSA DEI VENTI,23937,Ro-Ro Cargo Ship,2018,Italy (ITA)
9517666,ROTRAVENTE,7702,Ro-Ro Cargo Ship,2016,Netherlands (NLD)
9476757,RUBY ACE,60148,Vehicles Carrier,2010,Cayman Islands (CYM)
9276925,RYOEI MARU,2053,Ro-Ro Cargo Ship,2003,Japan (JPN)
9711066,RYUKYU EXPRESS 2,10758,Ro-Ro Cargo Ship,2014,Japan (JPN)
9747742,RYUKYU EXPRESS 3,10034,Ro-Ro Cargo Ship,2015,Japan (JPN)
9810721,RYUKYU EXPRESS 5,10034,Ro-Ro Cargo Ship,2017,Japan (JPN)
9238246,RYUKYU EXPRESS 6,10329,Vehicles Carrier,2001,Japan (JPN)
9283887,SAGITTARIUS LEADER,61804,Vehicles Carrier,2005,Panama (PAN)
9190858,SAIC ANJI PHOENIX,37237,Vehicles Carrier,2000,"Hong Kong, China (HKG)"
9546875,SALAMANDRA,2800,Ro-Ro Cargo Ship,2009,Not Known
9515412,SALOME,75251,Vehicles Carrier,2012,Singapore (SGP)
9338876,SALVIA ACE,42401,Vehicles Carrier,2008,Cayman Islands (CYM)
9430521,SAMJIN 2002,60000,Vehicles Carrier,2011,Not Known
9642564,SAMSKIP KVITBJORN,9132,Ro-Ro Cargo Ship,2015,Faroe Islands (FRO)
9186637,SAN JORGE,13073,Ro-Ro Cargo Ship,2000,Mexico (MEX)
9409481,SANDERLING ACE,58685,Vehicles Carrier,2007,Marshall Islands (MHL)
9832561,SARA LEADER,70497,Vehicles Carrier,2018,Panama (PAN)
9864681,SCANDIA SEAWAYS,60500,Ro-Ro Cargo Ship,2020,Denmark (DIS) (DIS)
9328728,SEA HELLINIS,45232,Vehicles Carrier,2005,Panama (PAN)
9358060,SEA-CARGO EXPRESS,6693,Ro-Ro Cargo Ship,2012,Malta (MLT)
9461219,SEACARGO INNOVATION,7695,Ro-Ro Cargo Ship,2021,Cyprus (CYP)
9745794,SEAROAD MERSEY II,25409,Ro-Ro Cargo Ship,2016,Australia (AUS)
9764233,SEASPAN RELIANT,4810,Ro-Ro Cargo Ship,2016,Canada (CAN)
9764221,SEASPAN SWIFT,4810,Ro-Ro Cargo Ship,2016,Canada (CAN)
9233894,SEATRAN FERRY 10,2241,Vehicles Carrier,2001,Thailand (THA)
9350678,SEATRUCK PACE,14759,Ro-Ro Cargo Ship,2009,Cyprus (CYP)
9372676,SEATRUCK PANORAMA,14759,Ro-Ro Cargo Ship,2008,Cyprus (CYP)
9506227,SEATRUCK PERFORMANCE,19722,Ro-Ro Cargo Ship,2012,Isle of Man (IMN)
9506215,SEATRUCK POWER,19722,Ro-Ro Cargo Ship,2012,Isle of Man (IMN)
9506239,SEATRUCK PRECISION,19722,Ro-Ro Cargo Ship,2012,Isle of Man (IMN)
9506203,SEATRUCK PROGRESS,19722,Ro-Ro Cargo Ship,2011,Isle of Man (IMN)
9434321,SEBRING EXPRESS,43810,Vehicles Carrier,2009,Panama (PAN)
9316311,SEINE HIGHWAY,23498,Vehicles Carrier,2007,Bahamas (BHS)
9336933,SEIWA MARU,15781,Vehicles Carrier,2006,Japan (JPN)
9498597,SELENE LEADER,59499,Vehicles Carrier,2010,Japan (JPN)
9240653,SENSHO,744,Ro-Ro Cargo Ship,2000,Japan (JPN)
9391579,SERENITY ACE,57692,Vehicles Carrier,2008,Bahamas (BHS)
9323780,SETTLER,44382,Vehicles Carrier,2005,Panama (PAN)
9238521,SEVEN SEAS HIGHWAY,55493,Vehicles Carrier,2001,Panama (PAN)
9539078,SEVERINE,16342,Ro-Ro Cargo Ship,2012,Malta (MLT)
9293909,SFL CONDUCTOR,60118,Vehicles Carrier,2006,Panama (PAN)
9297802,SHAHDAG,8547,Ro-Ro Cargo Ship,2005,Azerbaijan (AZE)
9294343,SHANGHAI HIGHWAY,48927,Vehicles Carrier,2005,Panama (PAN)
8334122,SHENG YI 588,1347,Ro-Ro Cargo Ship,2002,Not Known
9778040,SHI HAI,19781,Vehicles Carrier,2016,China Peoples's Republic (CHN)
9757620,SHI JIANG,19781,Vehicles Carrier,2016,China Peoples's Republic (CHN)
9778052,SHI YANG,19781,Vehicles Carrier,2017,China Peoples's Republic (CHN)
9853204,SHIN JU MARU,14052,Ro-Ro Cargo Ship,2019,Japan (JPN)
9700275,SHIN KA MARU,16726,Ro-Ro Cargo Ship,2014,Japan (JPN)
9908396,SHIN KURUSHIMA AKITSU 6103,2999,Vehicles Carrier,2021,Japan (JPN)
9861861,SHIN KURUSHIMA TOYOHASHI 3735,73500,Vehicles Carrier,2020,Japan (JPN)
9889100,SHIN KURUSHIMA TOYOHASHI 3741,75600,Vehicles Carrier,2021,Panama (PAN)
9889112,SHIN KURUSHIMA TOYOHASHI 3742,75600,Vehicles Carrier,2021,Panama (PAN)
9906984,SHIN KURUSHIMA TOYOHASHI 3743,73500,Vehicles Carrier,2022,Japan (JPN)
9217113,SHIN SATSUMA,2557,Ro-Ro Cargo Ship,2000,Japan (JPN)
9866500,SHIN SEN MARU,14300,Ro-Ro Cargo Ship,2020,Japan (JPN)
9238935,SHIN ZUI MARU,13097,Ro-Ro Cargo Ship,2001,Japan (JPN)
9234185,SHINMEI MARU,13091,Ro-Ro Cargo Ship,2000,Japan (JPN)
9846196,SHIN-OH MARU,13620,Ro-Ro Cargo Ship,2020,Japan (JPN)
9257034,SHINSEN MARU,13089,Ro-Ro Cargo Ship,2002,Japan (JPN)
9801990,SHUREI II,11687,Ro-Ro Cargo Ship,2017,Japan (JPN)
9276274,SHURI,9813,Ro-Ro Cargo Ship,2002,Japan (JPN)
9841029,SIEM ARISTOTLE,60000,Vehicles Carrier,2020,Liberia (LBR)
9762534,SIEM CICERO,56677,Vehicles Carrier,2017,Liberia (LBR)
9841017,SIEM CONFUCIUS,72900,Vehicles Carrier,2020,Liberia (LBR)
9434319,SIEM CURIE,43810,Vehicles Carrier,2009,Liberia (LBR)
9427938,SIEM PLATO,47020,Vehicles Carrier,2009,Liberia (LBR)
9448140,SIEM SOCRATES,47090,Vehicles Carrier,2010,Liberia (LBR)
9325439,SIERRA NEVADA HIGHWAY,44364,Vehicles Carrier,2007,Panama (PAN)
9448138,SILVER MOON,47090,Vehicles Carrier,2010,Panama (PAN)
9775828,SILVER RAY,71178,Vehicles Carrier,2017,Marshall Islands (MHL)
9519092,SINCERITY ACE,59408,Vehicles Carrier,2009,Korea (Republic of) (KOR)
9757981,SIRIUS HIGHWAY,75044,Vehicles Carrier,2017,Marshall Islands (MHL)
9213806,SIRIUS LEADER,51496,Vehicles Carrier,2000,Singapore (SGP)
9831165,SIXTINE,50443,Ro-Ro Cargo Ship,2019,Malta (MLT)
9338632,SOUTHERN HIGHWAY,39065,Vehicles Carrier,2008,Japan (JPN)
9268710,SPARTA,8831,Ro-Ro Cargo Ship,2003,Russia (RUS)
9160994,SPARTA II,7260,Ro-Ro Cargo Ship,2000,Russia (RUS)
9536909,SPICA LEADER,41886,Vehicles Carrier,2012,Singapore (SGP)
9645396,SPIRIT OF MONTOIR,21966,Ro-Ro Cargo Ship,2016,Italy (ITA)
9252228,SPLENDID ACE,56556,Vehicles Carrier,2003,Japan (JPN)
9427550,SPRING SKY,25745,Vehicles Carrier,2010,"Hong Kong, China (HKG)"
9427562,SPRING WIND,25745,Vehicles Carrier,2010,"Hong Kong, China (HKG)"
9214678,STENA FORECASTER,24688,Ro-Ro Cargo Ship,2003,Denmark (DNK)
9227259,STENA FORERUNNER,24688,Ro-Ro Cargo Ship,2003,Netherlands (NLD)
9214666,STENA FORETELLER,24688,Ro-Ro Cargo Ship,2001,Denmark (DIS) (DIS)
8657457,STURAGO,130,Ro-Ro Cargo Ship,2008,Croatia (HRV)
9250000,SUAR VIGO,16361,Vehicles Carrier,2003,Spain (ESP)
9356749,SUMELA SEAWAYS,34236,Ro-Ro Cargo Ship,2008,Turkey (TUR)
9233246,SUNBELT SPIRIT,60587,Vehicles Carrier,2002,Marshall Islands (MHL)
9284219,SUNFLOWER HAKATA,10507,Ro-Ro Cargo Ship,2003,Japan (JPN)
9284221,SUNFLOWER TOKYO,10503,Ro-Ro Cargo Ship,2003,Japan (JPN)
9217606,SUNGWOO JEJU,14585,Ro-Ro Cargo Ship,2000,Korea (Republic of) (KOR)
9338864,SUNLIGHT ACE,58911,Vehicles Carrier,2009,Bahamas (BHS)
9338840,SUNRISE ACE,58685,Vehicles Carrier,2008,Bahamas (BHS)
9338852,SUNSHINE ACE,58917,Vehicles Carrier,2009,Bahamas (BHS)
9854600,SUOU,11675,Ro-Ro Cargo Ship,2019,Japan (JPN)
9398527,SUPER-FAST BALEARES,30998,Ro-Ro Cargo Ship,2010,Spain (ESP)
9610391,SUPREME ACE,59022,Vehicles Carrier,2011,Panama (PAN)
9752735,SUZUKA,2988,Vehicles Carrier,2015,Japan (JPN)
9448073,SUZUKA EXPRESS,43810,Vehicles Carrier,2010,Panama (PAN)
9338620,SWALLOW ACE,58685,Vehicles Carrier,2007,Bahamas (BHS)
9338826,SWAN ACE,58685,Vehicles Carrier,2008,Bahamas (BHS)
9338838,SWIFT ACE,58685,Vehicles Carrier,2008,Bahamas (BHS)
9875202,TADOTSU F035,73800,Vehicles Carrier,2020,Japan (JPN)
9311866,TAIPAN,57692,Vehicles Carrier,2006,Bahamas (BHS)
9213492,TAIPEI EXPRESS,18080,Ro-Ro Cargo Ship,2000,Taiwan (TWN)
9311854,TALIA,57692,Vehicles Carrier,2006,Bahamas (BHS)
9191319,TALISMAN,67140,Vehicles Carrier,2000,Norway (NIS) (NIS)
9218648,TAMERLANE,67140,Vehicles Carrier,2001,Norway (NIS) (NIS)
9191307,TAMESIS,67140,Vehicles Carrier,2000,Norway (NIS) (NIS)
9731640,TANNHAUSER,73358,Vehicles Carrier,2020,Sweden (SWE)
9191321,TARAGO,67140,Vehicles Carrier,2000,Norway (NIS) (NIS)
9327748,TARIFA,57692,Vehicles Carrier,2007,Bahamas (BHS)
9812468,TASMANIAN ACHIEVER II,28709,Ro-Ro Cargo Ship,2018,Australia (AUS)
9700550,TAURUS LEADER,69931,Vehicles Carrier,2015,Singapore (SGP)
9334959,TAVASTLAND,23128,Ro-Ro Cargo Ship,2006,Sweden (SWE)
9249984,TENERIFE CAR,13112,Vehicles Carrier,2002,Portugal (MAR) (PMD)
9846184,TEN-OH MARU,13624,Ro-Ro Cargo Ship,2019,Japan (JPN)
9272890,TEXAS HIGHWAY,55458,Vehicles Carrier,2003,Japan (JPN)
9411862,TFM-1,5775,Ro-Ro Cargo Ship,2007,Russia (RUS)
9702455,THALATTA,75283,Vehicles Carrier,2015,Malta (MLT)
9316294,THAMES HIGHWAY,23498,Vehicles Carrier,2005,Bahamas (BHS)
9722302,THEBEN,75283,Vehicles Carrier,2016,Singapore (SGP)
9722314,THEMIS,75283,Vehicles Carrier,2016,Singapore (SGP)
9553115,THEMIS LEADER,62380,Vehicles Carrier,2010,Japan (JPN)
9702443,THERMOPYLAE,75283,Vehicles Carrier,2015,Malta (MLT)
9782089,THRUXTON,72684,Vehicles Carrier,2018,Liberia (LBR)
9343261,THULELAND,23128,Ro-Ro Cargo Ship,2006,Sweden (SWE)
9877468,TIAN SAN CARRIER VII,435,Ro-Ro Cargo Ship,2019,Singapore (SGP)
9294355,TIANJIN HIGHWAY,48927,Vehicles Carrier,2005,Panama (PAN)
9505039,TIGER,74255,Vehicles Carrier,2011,Malta (MLT)
9377511,TIJUCA,71673,Vehicles Carrier,2008,Norway (NIS) (NIS)
9307358,TIMCA,28301,Ro-Ro Cargo Ship,2006,Netherlands (NLD)
9377523,TIRRANNA,71673,Vehicles Carrier,2009,Norway (NIS) (NIS)
9505053,TITANIA,74255,Vehicles Carrier,2011,Malta (MLT)
9700512,TITUS,73358,Vehicles Carrier,2018,Malta (MLT)
9477725,TOCHO,28755,Vehicles Carrier,2010,Singapore (SGP)
9280550,TOKACHI,9858,Ro-Ro Cargo Ship,2002,Japan (JPN)
9432907,TOKYO CAR,46800,Vehicles Carrier,2008,Liberia (LBR)
9293624,TOLEDO,61482,Vehicles Carrier,2005,Malta (MLT)
9375264,TOMAR,61328,Vehicles Carrier,2008,Malta (MLT)
9319753,TOMBARRA,61321,Vehicles Carrier,2006,Malta (MLT)
9605786,TONGALA,61106,Vehicles Carrier,2012,Malta (MLT)
9515383,TONSBERG,75251,Vehicles Carrier,2011,Malta (MLT)
9375288,TOREADOR,61328,Vehicles Carrier,2008,Malta (MLT)
9398321,TORINO,61328,Vehicles Carrier,2009,Malta (MLT)
9302205,TORONTO,61482,Vehicles Carrier,2005,Malta (MLT)
9293612,TORRENS,61482,Vehicles Carrier,2004,Malta (MLT)
9319765,TORTUGAS,61321,Vehicles Carrier,2006,Malta (MLT)
9605798,TOSCA,61106,Vehicles Carrier,2013,Singapore (SGP)
9398333,TOSCANA,61328,Vehicles Carrier,2009,Malta (MLT)
9496393,TOYO MARU NO. 2,4898,Vehicles Carrier,2009,Japan (JPN)
9755751,TOYO MARU NO. 3,3990,Vehicles Carrier,2016,Japan (JPN)
9336919,TOYOFUJI MARU,12687,Vehicles Carrier,2005,Japan (JPN)
9412579,TOYOFUJI MARU NO. 2,28448,Vehicles Carrier,2008,Japan (JPN)
9336921,TOYOFUKU MARU,12687,Vehicles Carrier,2005,Japan (JPN)
9561253,TRANQUIL ACE,58939,Vehicles Carrier,2009,Cayman Islands (CYM)
9477713,TRANS FUTURE 10,28755,Vehicles Carrier,2010,Panama (PAN)
9477737,TRANS FUTURE 11,28755,Vehicles Carrier,2011,Panama (PAN)
9227613,TRANS FUTURE 3,25157,Vehicles Carrier,2001,Panama (PAN)
9326079,TRANS FUTURE 5,60414,Vehicles Carrier,2005,Panama (PAN)
9326081,TRANS FUTURE 6,60401,Vehicles Carrier,2006,Panama (PAN)
9326093,TRANS FUTURE 7,60401,Vehicles Carrier,2006,Liberia (LBR)
9477701,TRANS FUTURE 8,28755,Vehicles Carrier,2010,Panama (PAN)
9788849,TRANS HARMONY 1,50305,Vehicles Carrier,2018,Panama (PAN)
9788851,TRANS HARMONY 2,50305,Vehicles Carrier,2018,Panama (PAN)
9412567,TRANS LEADER,43810,Vehicles Carrier,2008,Panama (PAN)
9216626,TRANSFIGHTER,20851,Ro-Ro Cargo Ship,2001,Malta (MLT)
9700524,TRAVIATA,73358,Vehicles Carrier,2019,Sweden (SWE)
9307384,TRICA,28289,Ro-Ro Cargo Ship,2007,Netherlands (NLD)
9519121,TRITON ACE,60876,Vehicles Carrier,2009,Panama (PAN)
9553103,TRITON LEADER,60876,Vehicles Carrier,2010,Panama (PAN)
9209506,TRIUMPH ACE,55880,Vehicles Carrier,2000,Panama (PAN)
9510046,TROPIC EXPRESS,3744,Ro-Ro Cargo Ship,2011,St Vincent and Grenadines (VCT)
9816842,TROY SEAWAYS,60465,Ro-Ro Cargo Ship,2019,Turkey (TUR)
9726140,TSURUGA,11193,Ro-Ro Cargo Ship,2015,Japan (JPN)
9505065,TUGELA,72295,Vehicles Carrier,2011,Malta (MLT)
9505089,TULANE,72295,Vehicles Carrier,2012,Malta (MLT)
9809100,TULIPA SEAWAYS,32336,Ro-Ro Cargo Ship,2017,Lithuania (LTU)
9343273,TUNDRALAND,23128,Ro-Ro Cargo Ship,2007,Sweden (SWE)
9515400,TYSLA,75251,Vehicles Carrier,2012,Malta (MLT)
9762546,ULJANIK 514,44972,Vehicles Carrier,2020,Liberia (LBR)
9810290,ULJANIK 533,8000,Ro-Ro Cargo Ship,2021,Kazakhstan (KAZ)
9506253,ULUSOY-14,31675,Ro-Ro Cargo Ship,2012,Turkey (TUR)
